"Texto de comentario","Satisfaccion general","fecha y hora",""
"Muy amable la empleada que me cargó nafta
Servicio rápido 
Facil acceso","5","14/03/2023 10:03:00",""
"Compre un desayuno estaba horrible el cafe me dieron medialunas  quemadas le pedí más blancas y no me las dieron  y me.pusiwron mala cara","2","14/03/2023 3:23:00",""
"La aplicación móvil en general me genera problemas. Se desconfigura, no puedo ingresar, y ahora existe la opción de cargar el documento, es más fácil","4","13/03/2023 8:01:00",""
"Siempre voy a esa estación.  Me es muy cómodo ","5","13/03/2023 16:59:00",""
"Por la EXCELENTE ATENCION RECIBIDA POR TODOS LOS EMPLEADOS DE PLAYA.-","5","13/03/2023 14:26:00",""
"Porque atienden muy bien todos","5","13/03/2023 11:51:00",""
"La persona que me atendió fue muy servicial.","5","11/03/2023 12:07:00",""
"Acceso cómodo, muy amable el personal, buena iluminación, limpieza, muy buenos productos del bar, muy buen combustible.","5","11/03/2023 18:47:00",""
"De los siete surtidores de la estación, solo 4 tenían combustible. Casualmente eran los 4 que uno accede cuando inglesa por un sentido de la calle. Por el otro (el que ingresé yo) es complicado llegar ahí y hay que hacer maniobras no del todo convenientes","3","12/03/2023 17:44:00",""
"Rapidez en la carga de combustible , la limpieza e higiene de los baños y el trato del personal . Una recomendación seria mejorar la carga de agua caliente .","5","12/03/2023 18:58:00",""
"por su excelencia","5","12/03/2023 18:17:00",""
"Habia un solo playero
El shop estaba cerrado
No me ofrecieron promociones 
","4","12/03/2023 1:12:00",""
"Buena atención 
Eficiencia 
Rapidez 
","4","12/03/2023 8:32:00",""
"Excelente trato por parte de todo el personal tanto en la playa como dentro de la tienda. Bien iluminado y muy buena limpieza.","5","12/03/2023 7:11:00",""
"Siempre atienden bien, me queda cerca de casa y junto puntos.","5","11/03/2023 19:41:00",""
"Muy buena atenciòn para parte del personal de playa que me despacho el combustible.","5","11/03/2023 4:53:00",""
"Suelen atender muy bien por las mañanas en esta estación, pero hoy parece que cambiaron el personal","3","11/03/2023 8:25:00",""
"La aplicación Shell Box es muy buena, pero no sirve como la implementan para los motociclistas. Hay que pagar dentro de la oficina y no en la playa cerca del vehículo.","3","10/03/2023 17:57:00",""
"Atención rápida y cordial","5","09/03/2023 18:44:00",""
"Tiene buen precio prestación .
Son atentos y cordiales.
Atienden rápido.
","5","09/03/2023 18:28:00",""
"La atención siempre es rápica y cordial.","5","09/03/2023 9:46:00",""
"Simplemente no entiendo el nuevo sistema ya que la tarjeta shell que tengo no me sirve más, y al bajar la app no entendí su funcionamiento por lo que la borré. Navegué por su página y no entiendo si sumo puntos con la tarjeta o con la app.  Tampoco  están claros los beneficios, no hay catálogo de ellos y todo se limita a ver si con los puntos que tengo puedo pagar parte de la factura cuando cargo.  Por último desconozco cuantos puntos corresponden por cada peso gastado.  En fin, voy siempre a la misma estacion de servicio y su atención es muy buena, pero el sistema de fidelización y beneficios de uds. se me escapa y uds. hacen modificaciones y cambios  sin explicar ni comunicar nada.- ","4","09/03/2023 7:06:00",""
"2 puntos clave:

1) La señora que me atiende en la estacion de servicio de Virrey del Pino y Cramer (hoy y habitualmente) es excelente tanto en el aspecto humano como profesional. 


2) Elijo Shell por la calidad de los combustibles. Soy ingeniero y tengo conocimientos de mecanica y electronica. He comprobado empiricamente que mis vehiculos (auto y moto) funcionan mejor con sus combustibles.

","5","09/03/2023 7:59:00",""
"La estación y sus empleados son impecables. Lo que no me funciona es la aplicación con lo cual TODO termina siendo muy frustrante","1","08/03/2023 17:00:00",""
"Muchos autos al momento de cargar y demora por ese sentido","4","08/03/2023 20:40:00",""
"Tuve inicialmente un problema con la aplicación de Shell que con la ayuda de la Asistente pude solucionar, el problema fue que por algún motivo se me había desconfigurado perdiendo la clave...","5","08/03/2023 16:48:00",""
"EN TODAS LAS SHELL SIMPRE ESTAN LIMPIAS, EL TRATO ES AMABLE Y SUS PRODUCTOS SON BUENOS. CUANDO COMPRE MI TOYOTA COROLLA EN 2013 ME RECOMENDARON QUE SIMPRE USARA SHELL","5","08/03/2023 16:19:00",""
"no habia promos de ninguna indole, no pude descargar puntos para bajar el ticket total...","4","07/03/2023 17:50:00",""
"Muy buen servicio y rapidez","5","09/03/2023 2:29:00",""
"El personal de playa es excelente 
La limpieza  y la rapidez en los sevicio.","5","08/03/2023 15:48:00",""
"Manifesté a la empleada del surtidor que yo estaba apuradísima, puso la manguera en la boca de mi tanque y se fue a atender otro cliente que le vendió nafta y cobró acto seguido.
Yo tuve que avisarle que vinera a cobrarme porque ya estaba lleno el tanque antes de que terminara de atender al otro cliente pero no vino.
Tuvo problemas para poner la tapa del tanque de nafta de mi auto","3","08/03/2023 15:23:00",""
"El playero muy copado y educado y fué rápido el servicio","5","08/03/2023 21:41:00",""
"Rapidez y amabilidad","5","08/03/2023 18:50:00",""
"Buena calidad de atencion. Servicios adicionales en el lugar de carga de combustible (aire neumaticos). Facilidad para el pago","5","08/03/2023 14:13:00",""
"Todo correcto","5","08/03/2023 15:29:00",""
"Muy buena atención","5","07/03/2023 12:54:00",""
"el tiempo de espera dentro de la tienda para pagar ","3","08/03/2023 9:24:00",""
"estoy satisfecho porque cargo combustible siempre en esta estación y la atención en este lugar es muy buena.","5","08/03/2023 6:45:00",""
"Rápida atención. No había autos en espera. Llegué, me atendieron y me retire, todo muy rápido. ","5","08/03/2023 8:20:00",""
"La aplicacion solo deja avanzar con la huella. ","1","08/03/2023 3:56:00",""
"Calidad
Rapidez
Atención ","5","08/03/2023 7:37:00",""
"La atención de la empleada fue impecable y rapidísima.
Estoy conforme con la calidad del combustible.
Me siento muy cómoda en esta estación, salvo lo del baño que ya expliqué en pasos anteriores.","5","07/03/2023 16:14:00",""
"1) Tenia disponible un descuento de ARS 500 por un problema anterior, pero realicé una carga de ARS 2000 y se aplicó un descuento de ARS 200.-, desapareciendo luego el resto del descuento que Raizen me habia dado a modo de resarcimiento por problemas al momento del pago. No es tema de la Estacion, pero Shekk deberia haberme informado como operaria el descuento.
2) Referido a la 2da estacion donde realicé la carga y el descuento no funcionó y tuive que redimir puntos, (Jose Hernandez y Virrey del Pino (esq. Cramer) El servicio de inflado no funciona bien, hay que mantener a mano el pico sobre la valvula de la rueda.","4","07/03/2023 10:24:00",""
"No fui notificado de la quita del descuento 10% de Shell Box de los días lunes, sabiendo que la nafta aumenta todos los días, entre otras tantas cosas mientras que los sueldos casi no aumentan. ","4","06/03/2023 19:38:00",""
"baños con olor, cestos sucios, papel en el piso","4","06/03/2023 15:34:00",""
"la estacion de servicio esta limpia iluminada y enseguida vinieron a atenderme ","5","06/03/2023 17:50:00",""
"Atencion correcta, solicito y rapido","5","06/03/2023 20:00:00",""
"Porque siempre se puede mejorar y nada es perfecto ","4","06/03/2023 20:27:00",""
"Me queda de paso, es rápida la atención y cordial ","5","06/03/2023 19:09:00",""
"Cargo siempre ahi por la atencion y el precio y porque soy del barrio.","5","03/03/2023 17:05:00",""
"Estoy muy satisfecho de todo los ítem consultado s la experiencia  con la atención  siempre  muy buena  los  precios son un pico caros  pero el lugar muy cómodo y en un ambiente muy agradable","4","05/03/2023 7:24:00",""
"Atención rápida y amable","5","05/03/2023 15:15:00",""
"Calidad de productos, atención cordial, eficacia. ","5","05/03/2023 6:28:00",""
"Según lo que fui a realizar, quedé satisfecho por la atención y predisposición del empleado que me atendió. ","5","04/03/2023 17:50:00",""
"Buena atención
Buena limpieza
Buena refrigeración
Lastima que haya terminado la promoción de 10% de descuento para Vip power","5","05/03/2023 10:06:00",""
"todo perfecto","5","02/03/2023 7:03:00",""
"La aplicación de Shell no funciona bien. Informo mi numero de DNI al pagar. No es práctico ni funcional ","4","02/03/2023 11:44:00",""
"Porque el empleado fue a atender otro vehículo cuando yo llegue primero
","2","04/03/2023 11:13:00",""
"Sin espera para cargar. Atención rápida. Pago con Shell Box.","5","04/03/2023 20:46:00",""
"Excelente servicio y atención.","5","04/03/2023 11:36:00",""
"Porque siempre se puede mejorar.","4","02/03/2023 9:00:00",""
"Porque desde que compré el auto 0km siempre les llevé que hagan el cambio de aceite y hoy el técnico me comento que cuando saco el tapón del cárter esta rota la rosca del cárter, o sea no se si la rompió el técnico anterior o el de hoy. Esto ocurre cuando no cuentan con las herramientas adecuadas, ejemplo un torquimetro. No creo que lo lleve nuevamente a realizar el servicio del lubricentro. Una lastima... siempre confie en Shell.","2","04/03/2023 9:30:00",""
"Porque la atención fue normal nada fuera de lo común","4","03/03/2023 6:37:00",""
"Llegue y no había demora, cargue rápido, me limpiaron los vidrios y pague desde el celular! Fue fácil y muy rápido ","5","03/03/2023 15:58:00",""
"Cercanía, calidad, atención. ","5","03/03/2023 11:48:00",""
"todo bien","5","03/03/2023 12:28:00",""
"POR LA EFICIENCIA EN TODOS LOS ASPECTOS","5","01/03/2023 14:31:00",""
"Excelente atención y servicio. En el horario nocturno después de las 22:30 eramos muchos queriendo cargar combustible y pocos playeros. Muy rápida atención a pesar del inconveniente. ","4","02/03/2023 19:40:00",""
"Facilidad para entrar y salir","5","02/03/2023 14:20:00",""
"Rapida atención
Amable el personal
Facilidad de pagar con box ","5","02/03/2023 4:48:00",""
"un poco desorganizado el ingreso y egreso a la estacion","4","01/03/2023 15:41:00",""
"Calidad de peoducto
Atencion del playero
Ubicacion dentro del barrio de belgrano","5","28/02/2023 11:35:00",""
"A veces segun el horario hay mejor atencion. Eso depende obviamente de los empleados. 
No voy a pagar jamas con shell box. Y no entiendo como utilizar mis puntos. NADIE sabe explicarme. Saludos","5","01/03/2023 13:45:00",""
"Voy siempre porque me queda muy cerca y el producto tiene fama de bueno","5","01/03/2023 19:22:00",""
"Por la rapidez y buena atención por parte del personal.
","5","01/03/2023 17:45:00",""
"Pésima atención en playa sinnganas de trabajar, mal educado
","1","01/03/2023 15:13:00",""
"Atención muy cordial y eficiente ","5","01/03/2023 13:08:00",""
"Cargue combustible temprano y el playero me atendió rápidamente y me despacho e  5 minutos pagando con shell  box.  Muy buena atención. ","5","01/03/2023 7:24:00",""
"La estación se encuentra muy bien ubicada, te atienden rápido y bien. Me limpiaron los vidrios y pude cargar nafta y seguir camino rápido ","5","01/03/2023 8:03:00",""
"Porque me atendieron rapido y bien","5","28/02/2023 7:54:00",""
"No ofrecen descuentos en la carga de costumble.
La espera para ser atendida es muy larga.
Los accesos de entrada y salida son incomodos.
","4","26/02/2023 13:49:00",""
"Atención  Rapidez Limpieza ","5","27/02/2023 17:59:00",""
"eran solo dos personas brindando el servicio y fueron eficaz y precisos. ","5","26/02/2023 12:46:00",""
"no me ofrecieron limpiar el para brisa- me lo tuve que lavar yo el playero lo unico que hizo fue secarlo.","2","26/02/2023 7:40:00",""
"1- El producto. Los combustibles son muy buenos.
2- Las estaciones de servicios suelen ser muy completas en cuanto a servicios
3- Siempre te atienden bien
4- Tienen bastante presencia dentro de CABA. ","5","26/02/2023 17:23:00",""
"falta de personal y una vez el chico luego de atender al vehículo que estaba del otro lado, yo me encontraba ya esperando que terminara y seguía mi turno, llego otro auto a la isla de al lado y en vez de atenderme a mi que era m turno se fue a surtir al otro, me enoje , mi tiempo también vale","1","26/02/2023 16:46:00",""
"La atención fue excelente ","5","26/02/2023 17:11:00",""
"Excelente producto
Fue rápido 
Gran amabilidad 
","5","26/02/2023 16:42:00",""
"No termina de ser cómodo cómo están los autos estacionados. Impide un poco la tranquila circulación en la playa para salir por dónde más convenga ","4","26/02/2023 16:14:00",""
"Hola buen día bueno : yo normalmente cargo en este lugar por tema trabajo, pero también lo hago en otras estaciones Shell y en Todas resivo un trato agradable junto con los servicios, gracias","5","25/02/2023 17:48:00",""
"Se ve que el playero estaba desbordado por la cantidad de autos. ","4","25/02/2023 11:53:00",""
"El personal es muy atento y rápido para la atención del cliente.
Esta muy limpio todo y ordenado
Los empleados nunca esta inactivos, es la estación que voy siempre.","5","25/02/2023 10:41:00",""
"Buena atención despacho rápido y siempre muy cordiales tanto en la atención como en el despacho de combustible siempre cargo en sheel y siempre cargo super ","5","17/02/2023 15:32:00",""
"Muy buena atención de parte de la empleada.","5","24/02/2023 14:34:00",""
"Siempre me atienden muy bien, la limpieza y la rapidez
","5","24/02/2023 19:16:00",""
"Por el personal, limpieza de instalaciones y atención ","5","24/02/2023 15:58:00",""
"Porque la atención fue rápida, porque la aplicación Shell box es excelente. ","5","24/02/2023 17:15:00",""
"El servicio de atención es bueno y rápido ","5","24/02/2023 9:24:00",""
"Muy buena atención ","5","22/02/2023 18:58:00",""
"Trato cordial, rapidez ","5","24/02/2023 2:29:00",""
"Atención, rápida y eficaz ","5","23/02/2023 14:51:00",""
"1 - La atención del expendedor muy servicial antes las dudas que tenía en cuanto al uso de la app.
2 - Sin demora en la atención.
3 - Muy buena la limpieza de los vidrios del parabrisa y ventanillas.","5","23/02/2023 21:44:00",""
"Muy buena atención en la tienda
Rapidez en la atención en la estación.
La muy buena predisposición de los playeros","5","23/02/2023 19:00:00",""
"No limpiaron parabrisas ni lo ofrecieron ","4","23/02/2023 12:27:00",""
"Por la limpieza.
Por la atención.
Y ya estuve anteriormente ","5","23/02/2023 12:08:00",""
"Limpieza,atención y tiempo de espera","5","23/02/2023 9:20:00",""
"Personal muy amable y eficiente","5","22/02/2023 20:18:00",""
"Es mi estación de carga habitual y estoy muy conforme","5","22/02/2023 17:17:00",""
"Al pagar sin app, no descuentan mis puntos. Pago en forma tradicional sin aplicación. Asi como mi carga va a mi cuenta sin app, de igual modo deberian permitirme descontar puntos por cash al pagar sin app. No es en esta estacionel problema sino Shell en general.","2","22/02/2023 20:11:00",""
"Atención del empleado
App
Confío en la calidad del comb
","5","22/02/2023 20:24:00",""
"La atención es esmerada. 
Gentil
Rápida.","5","22/02/2023 20:05:00",""
"Por la excelente atención de los empleados","5","22/02/2023 14:35:00",""
"Porque habia poco personal.
Precios.
Mejorar los beneficios en la suma de puntos.
","4","20/02/2023 7:04:00",""
"Excelente trato!","4","22/02/2023 8:15:00",""
"TODO EXELENTE LO UNICO INCOMODO SUBIR ESCALERAS PARA IR A UN BAÑO","5","20/02/2023 18:27:00",""
"Bien atendido.","5","22/02/2023 12:42:00",""
"comodo
rapido 
calidad","5","22/02/2023 14:04:00",""
"Ubicacion: Buen acceso en ambas calles/avenidas.
Profesionalidad del personal.
Calidad de los productos. Uno de los mejores combustibles del mercado.

","5","16/02/2023 16:57:00",""
"Buen servi io⁸","5","22/02/2023 10:57:00",""
"Buen servicio","5","22/02/2023 5:42:00",""
"Atencion rapida, la aplicacion Shell Box funciono sin problemas, quien me atendió solo se ocupo de mi auto hasta que terminó la atencion. ","5","21/02/2023 17:59:00",""
"Por la atención del personal. Rapidez. Solución de problemas","5","21/02/2023 13:34:00",""
"Excelente ","5","21/02/2023 12:01:00",""
"Excelente atención, me ayudaron con un problema de indicador de luces que tenía en el tablero de mi vehiculo, los baños muy limpios y me tomé un café riquísimo, Me explicaron los beneficios SHELL BOX . Me sentí muy bien atendida.GRACIAS","5","20/02/2023 17:00:00",""
"Speed
Attention
Price","5","20/02/2023 11:57:00",""
"Excelente atención puede ser una me ayudaron con el aire, los baños limpios, el café muy rico otra y buena onda del operador me explico los beneficios de Shell box","5","08/02/2023 7:30:00",""
"Muy buena onda el operador, me explico los beneficios de shell box","5","20/02/2023 15:00:00",""
"Hace 11 años que soy clienta. Conozco a todos los colaboradores de shell y son excelentes personas y trabajadores. Siempre los veo trabajando a full y atentos a todo.","5","20/02/2023 0:07:00",""
"Amabilidad del playero muy rápido fue todo muy conforme","5","19/02/2023 10:27:00",""
"Siempre cargo combustible en estaciones Shell, por la calidad de sus productos, y en la estación de Crámer y Virrey del Pino en particular, lo hago desde hace 18 años. Siempre bien atendido. Estoy conforme. Muchas gracias.","5","16/02/2023 6:38:00",""
"No autorizan a pagar con la aplicación Shell Box a motociclistas en la playa por lo que es una pérdida de tiempo ir adentro de la oficina y dejar el vehículo.","2","18/02/2023 12:52:00",""
"Muy buena y rápida atencion excelente trato de parte del empleado 
","5","17/02/2023 6:50:00",""
"El proceso para el pago con Shell Box es lento, no solo en esta estación.
No pude pagar la carga de dos surtidores distintos en la misma operación.

","4","17/02/2023 9:33:00",""
"Muy buena atención y mucha calidad de los productos shell","5","17/02/2023 15:58:00",""
"Me gustó la calidad humana del empleado que me atendió ","5","17/02/2023 14:00:00",""
"Cliente habitual. Muy buena atención además de la ventaja de la cercanía a mi domicilio","5","17/02/2023 14:40:00",""
"No respetan el orden de llegada de los clientes y tuve q esperar mucho xq había poco personal o no estaban atentos","2","15/02/2023 17:29:00",""
"Excelente atención 🙂 ","5","16/02/2023 8:08:00",""
"Excelente atención, los felicito. Sigan así ","5","16/02/2023 13:00:00",""
"La misma atención de siempre, maravillosa.","5","16/02/2023 9:08:00",""
"Muy satisfecho con la atención de los empleados. ","5","16/02/2023 13:05:00",""
"Excelente atención de la encargada, super amable y simpatica. Soy cliente de hace años y siempre me atiende Silvia pero en general son todos muy amables. ","5","16/02/2023 9:30:00",""
"Buena  atención. 
Rápida respuesta. 
Amabilidad ","5","16/02/2023 18:18:00",""
"La limpieza es impecable y la atencion extraordinaria , me ayudaron cuando empecé con la aplicacion por wue me costaba y las empleadas la nejor de las ondas","5","16/02/2023 15:41:00",""
"Generalmente tardan en la fila de espera.
Quizá tardan en cobrar
Tardan en atender xq hay poco playeros para la demanda de autos","4","16/02/2023 12:34:00",""
"estimados, Shell es 10 puntos en capital y conurbano, yo trabajo denoche y esa puntuación que di s por que por lo general a la noche hay un solo playero en las estaciones, y los fin de semana al ser los dias mas concurridos con solo 1 playero no basta, a mi parecer, entonces la espera es mucha.
Gracias.","4","10/02/2023 22:05:00",""
"Voy a Shell porque el dueño de la estación era amigo, digo por tradición y por él a la firma.
Pregunta que FALTA Enel CUESTIONARIO: Por qué llegó y sigue c Shell?","4","15/02/2023 15:32:00",""
"todo perfecto en cuanto a rapidez y amabilidad del vendedor","5","16/02/2023 6:22:00",""
"Quiero aclarar que no me ofreció usar la aplicación Shell Box, porque de entrada le consulté si podía pagar con MODO. El trato fue muy amable. Y está buenísimo que se pueda pagar con MODO, porque me pasó que en otras estaciones no se puede.","5","12/02/2023 10:59:00",""
"Atención de excelencia. Soy un viejo cliente.","5","15/02/2023 16:29:00",""
"Eficiencia y pragmatismo","5","15/02/2023 9:15:00",""
"Un caos el ingreso, los coches no respetan el sentido de circulacion y el personal no hace nada, llene el tanque y no me cargo los puntos a pesar que le di mi dni, cuando le digo que me cargue me pregunta el numero, le digo te lo acabo de dar fisico, me dijo que no veia, le dije que no sabia que habia que pedir al playero que cargue los pts, pense que era automatico, me miro, no me respondio y se fue sin siquiera saludar. PESIMA ATENCION.","3","15/02/2023 6:44:00",""
"Justo suben el precio el día que hacen el descuento...eso no es pensar en el cliente.","2","15/02/2023 6:57:00",""
"Buen trato y rápido atención ","5","14/02/2023 19:06:00",""
"El personal muy amable y atento. Como siempre he utilizado el equipo para inflar las ruedas","5","14/02/2023 20:02:00",""
"En la tienda no tienen Coca Cola sin azúcar, solo regular ¡Sacrilegio!","4","14/02/2023 12:54:00",""
"porque a esta altura a la gente le da igual cargar en cualquier estación, la diferencia laS hacen las promociones y facilidades cosa que Shell parece no entender: SHELL BOX NO ANDA ES UNA PORQUERIA, me canse de hacérselo saber a través de redes y encuestas pero siguen sin entender....hablen con sus amigos de YPF esa aplicación anda de verdad...yo era cliente fijo de Shell, no iba a otra estación pero desde hace tiempo deje de ir a cargar ahí solo y de ultima uso los baños y el market (y con reservas porque los productos del bar de YPF son infinitamente superiores)","4","13/02/2023 5:26:00",""
"Falta de atención. 
No colaboración. 
Suciedad de las instalaciones. ","2","13/02/2023 4:31:00",""
"Los baños hay poca luz en la escalera No había toallas para secarse las manos solo secador de manos las instalaciones no estaban lo suficientemente limpias falta más lavandina Si había papel higiénico pero eso es lo que creo tienen que mejorar 
En la tienda faltan más productos para celiacos aunque sea más galletitas de arroz 
Saludos cordiales","4","12/02/2023 17:27:00",""
"No tengo objeciones para hacer.
Me alegro que no sea necesario usar la aplicación, y que baste con el DNI.","4","13/02/2023 20:07:00",""
"Ya varias veces no pude utilizar la aplicación para abonar","1","13/02/2023 14:01:00",""
"La atención del empleado que me atendió fue excelente y ofreció todo lo que tuvo a su alcance. ","5","13/02/2023 14:34:00",""
"Excelente","5","11/02/2023 20:55:00",""
"El playero me hizo esperar para atenderme
El playero tuvo actitud maleducada y prepotente, soy clienta de esa estaacion y nunca habia tenido problema antes, es un empleado nuevo en ese puesto al menos.","2","13/02/2023 11:22:00",""
"Muy satisfecho muy buena atención del personal y las estaciones de servicio muy limpias ","5","12/02/2023 17:58:00",""
"Es habitual usar la misma estación de servicio en mi camino.","5","13/02/2023 7:58:00",""
"Muy buena atención y calidad de combustible. Posibilidad de revisar aire en las cubiertas.","5","12/02/2023 11:38:00",""
"En esa estación cargo siempre y me atienden muy bien.","5","12/02/2023 10:17:00",""
"Al llegar...otro auto se coló y lo atendieron antes...la playera dijo q a ella le tocaba otro sector.","4","11/02/2023 9:25:00",""
"Siempre se,puede mejorar","4","11/02/2023 19:52:00",""
"Calidad del personal ","5","11/02/2023 13:55:00",""
"Por la rapidez y eficacia ","5","11/02/2023 9:00:00",""
"Satisfecho en general. ","4","11/02/2023 10:14:00",""
"porque me atendieeron bien y rapido","5","10/02/2023 15:57:00",""
"NO APLICO EL DESCUENTO CORRESPONDOENTE","4","11/02/2023 13:44:00",""
"Atención excelente y amabilidad","5","11/02/2023 10:36:00",""
"La atención del personal! Siempre es increíble! ","5","10/02/2023 16:52:00",""
"Un sábado por la mañana deberían tener más playeros
Hay poco personal 
En los surtidores 
","4","11/02/2023 7:15:00",""
"El trato cordial del personal y la rapidez de atención","5","11/02/2023 7:12:00",""
"Por la atenciones que tuvieron ","5","10/02/2023 7:03:00",""
"Porque no me marcala diferencia...","4","10/02/2023 10:47:00",""
"Muy conforme con los combustibles shell.  Prefiero la marca ante otras.","5","10/02/2023 7:41:00",""
"Profesionalismo de sus integrantes. Fácil acceso a sus servicios. Muy buen Shop.","5","08/02/2023 7:31:00",""
"Ingreso incomodo","4","10/02/2023 6:11:00",""
"Porque no funcionó la aplicación Shell Box.
Deba un error.","4","08/02/2023 17:41:00",""
"Siempre he cargado nafta en esta estación de servicio (muchos años...!) y siempre nos han atendido muy bien...!!! La persona que hoy me atendió me trató de manera EXCELENTE, con ganas, con buena onda, de manera rápida y eficiente..! Un fenómeno...!","5","09/02/2023 12:29:00",""
"Con la atención de las y los playeros y en la tienda lo malo es el lugar de estacionamiento si voy con la camioneta y en el último surtido están cargando no podes salir cuando vas a la tienda y muchas veces se te van las ganas de bajar a consumir algo

","5","09/02/2023 9:09:00",""
"La predisposicion del empleado para atender satisfactoriamente al cliente","5","09/02/2023 7:16:00",""
"hace muchos años que soy clienta y siempre fui muy bien atendida. La señora que me atendió siempre es muy atenta y cordial.","5","08/02/2023 6:16:00",""
"EL SERVICIO DE CARGA DE COMBUSTIBLE Y FUNDAMENTALMENTE LA VPOWER ES LA MEJOR NAFTA SI LA COMPARO CON LA COMPETENCIA, MI AUTO LO AGRADECE","5","09/02/2023 6:50:00",""
"La app tarda en cargar.
La app da error al scannear código qr. 
tuve que intentar 4 veces para usar shellbox.","2","08/02/2023 20:47:00",""
"Basicamente por el mal funcionamiento de la aplicación Shellbox. ","2","08/02/2023 18:52:00",""
"Los playeros son muy atentos ,pq es el mejor combustible ,pq las instalaciones son excelentes como las de caning que voy a menudo x trabajo","5","08/02/2023 13:49:00",""
"Siempre me atienden muy bien","5","08/02/2023 7:15:00",""
"Me quiso cobrar $5000 cuando le pedi llenar el tanque. Me parecio raro me fije y no me habia cargado nafta. Me dijo que se equivoco y ahi recien me arranco a cargar. La aplicacion no anda. No carga la promoción. Y tarda 20 minutos o mas en procesar un pago. UN DESASTRE","1","08/02/2023 17:40:00",""
"Atención rápida y eficiente","5","08/02/2023 15:15:00",""
"Buena atención 
Bien vestidos 
Lugar limpio","5","08/02/2023 10:29:00",""
"Atención cordial.
Ofrecimiento de otros servicios, como limpieza de vidrios y revisar aceite y agua.
Consulta por mi tarjeta antigua de Lampass y me indicaron que actualmente es con DNI","5","07/02/2023 16:09:00",""
"El reintegro es muy pobre teniendo el valor del producto, entre propina y la distancia no te permite ahorrar un importe razonable. La devolución  debería estar entre $ 800 y $1000. Gracias.","3","08/02/2023 8:49:00",""
"Generalmente cargo combustible en esa estación de servicio, porque es cerca de mi domicilio y la atención es muy buena.","5","07/02/2023 11:28:00",""
"No respetaron el turno de llegada","4","06/02/2023 18:04:00",""
"Recibí como siempre una buena atención. ","5","06/02/2023 13:58:00",""
"Hoy era doble puntaje y no me los dieron
Quisiera saber por qué?","4","06/02/2023 18:28:00",""
"Atienden muy rápido, siempre ofrecen revisión de agua aceite y notifican de las promociones con Shell box. Hoy por ejemplo el chico men indico que los puntos a sumar eran dobles. ","5","06/02/2023 17:34:00",""
"Puede ser xq no son tan carismáticos ","4","04/02/2023 20:37:00",""
"Muy buena atención, rapidez, ceridad en la atención, ","5","04/02/2023 9:08:00",""
"Los playeros muy amables","5","03/02/2023 16:13:00",""
"Rápida atención y los muchachos ya son como amigos
","5","02/02/2023 19:50:00",""
"Fui atendida Leonel y fue muy amable. Me limpió ambos vidrios y controloagua y aceite ","5","02/02/2023 14:06:25",""
"fui el domingo pasado y me atendió leonel. muy atento y buen pibe. ","5","02/02/2023 12:45:10",""
"Me atendió Leonel, estuvo muy atento a todo y me atendió de 10.
Hizo del momento muy agradable","5","02/02/2023 12:42:11",""
"Gente muy amable y predispuesta","5","02/02/2023 9:41:00",""
"MUY BUENO EL TRATO DE LOS PLAYEROS,MUY CORDIALES, EL BAÑO MUIY LIMPIO, EL SHOP MUY LIMPIIO Y CON MUY BUENA MERCADERIA","5","01/02/2023 10:04:00",""
"Buen servicio, playeros atentos y cordiales. Además de promociones y descuentos al pagar con Shell box. ","5","01/02/2023 20:35:00",""
"Excelente atención,y buen trato ","5","31/01/2023 15:18:00",""
"Siempre atienden gentilmente. 
Están siempre bien predispuestos. 
Organizan rápidamente la estación cuando está muy llena de autos. ","5","28/01/2023 11:37:00",""
"Muy buena atención, rapidez del personal, y capacidad para guiarte en los pasos para para pagar con shell box","5","30/01/2023 20:16:00",""
"Muy buena la atención y predisposición del personal de la playa en el momento de la carga de combustible ","5","30/01/2023 14:58:00",""
"Marisol me atiende y tiene mucha paciencia para atender","5","31/01/2023 15:27:10",""
"Norma ofrece una buena atención todo los días ","5","31/01/2023 7:30:47",""
"Desde muy joven soy cliente de Shell. Y ya hace años que voy a esta Estacion cuando estoy en CABA 
Agradecido a Shell por la calidad de sus productos y por la Atención ","5","30/01/2023 11:12:00",""
"Me atendió Christian VACCARILI, muy atento en el trato, muy cordial y muy resolutivo","5","30/01/2023 21:16:04",""
"Me atendió Christian. La verdad que muy buen trabajo. Sin duda volveré a ir.","5","30/01/2023 21:10:13",""
"Siempre la atención es espectacular. Es muy raro que algo no funcione. ","5","30/01/2023 11:45:00",""
"En Box quise utilizar mis puntos para obtener un descuento y la aplicación no la ofreció en pantalla. Me pregunto entonces qué sentido tiene acumular puntos.","2","30/01/2023 16:25:00",""
"Buen trato.
Rapidez.","5","30/01/2023 12:01:00",""
"muy buena atención  por marisol, muy cordial y siempre bien predispuesta con la atención hacia al cliente preservando la sonrisa y la buena onda  con el cliente.","5","30/01/2023 14:11:17",""
"La primera vez que voy ","5","30/01/2023 13:10:00",""
"Todos los días tomo un jarro cortado, muy ricos ","5","30/01/2023 13:14:44",""
"Cambio a muy satisfecho ","4","28/01/2023 8:42:00",""
"La atención fue genial, me atendió una chica muy cortes y educada la facilidad de pagar con la app me encanta la aplicación es muy amigable muchas gracias.","5","30/01/2023 10:51:00",""
"Los baños impecables","5","29/01/2023 10:05:00",""
